name,address,phone,fax,email,website,keywords,latitude,longitude,pharmacy_code,notes
REXALL #7161,"110 - 32471 Lougheed Hwy Mission, BC V2V 0C8 CANADA",(604) 820-2128,(604) 820-2146,,,,49.1335595,-122.325623,P827,
REXALL #7162,"700 Sixth St New Westminster, BC V3L 3C5 CANADA",(604) 395-1445,(604) 395-1448,,,,49.2144463,-122.9224269,P828,
REXALL #7163,"Station Square 140 - 6200 McKay Ave Burnaby, BC V5H 4L7 CANADA",(604) 438-9370,(604) 438-9375,,,,49.2269579,-123.0036705,P829,
REXALL #7167,"107 - 15331 16 Ave. Surrey, BC V4A 1R6 CANADA",(604) 536-4211,(604) 536-6864,,,,49.0312861,-122.7988409,P830,
REXALL #7169,"Ocean Park Shopping Ctr. 12851 - 16th Ave. Surrey, BC V4A 1N5 CANADA",(604) 536-7611,(604) 536-4261,,,,49.0317926,-122.8656611,P831,
REXALL #7170,"#102 - 15451 Russell Ave White Rock, BC V4B 2R5 CANADA",(604) 536-8225,(604) 536-8405,,,,49.029517,-122.7945308,P832,
REXALL #7171,"1463 Johnston Rd White Rock, BC V4B 3Z4 CANADA",(604) 531-4636,(604) 531-9299,,,,49.0286503,-122.8014739,P833,
REXALL #7174,"499 Granville St Vancouver, BC V6C 1T1 CANADA",(604) 801-6991,(604) 801-6997,,,,49.2849113,-123.1147911,P834,
REXALL #7175,"Victoria Medical Bldg. 1669 Victoria Street Prince George, BC V2L 2L5 CANADA",(250) 564-6666,(250) 562-5677,,,,53.9086733,-122.7555037,P835,
REXALL #7177,"7143 W. Saanich Road Brentwood Bay, BC V8M 1P7 CANADA",(250) 652-8813,(250) 652-8537,,,,48.5769659,-123.446955,P836,
REXALL #7179,"3030 Skaha Lake Rd. Penticton, BC V2A 7H2 CANADA",(250) 493-8155,(250) 493-7577,,,,49.4616326,-119.5874853,P837,
REXALL #7181,"1750 Dufferin Cres Nanaimo, BC V9S 0A4 CANADA",(250) 753-6655,(250) 753-8945,,,,49.1843218,-123.982466,P838,
REXALL #7187,"1604 Cliffe Ave Courtenay, BC V9N 2K4 CANADA",(250) 334-2481,(250) 338-9470,,,,49.6849892,-124.9906929,P839,
REXALL #7191,"Southgate Centre #116 - 50 - 10th Street Nanaimo, BC V9R 6L1 CANADA",(250) 753-7195,(250) 753-9862,,,,49.1319454,-123.9220629,P840,
REXALL #7193,"2241 Louie Dr Westbank, BC V4T 3K3 CANADA",(250) 768-1459,(250) 768-4038,,,,49.8367876,-119.6159318,P841,
REXALL #7194,"9200 Mary St. Chilliwack, BC V2P 4H6 CANADA",(604) 792-7334,(604) 792-7708,,,,49.1693137,-121.9592541,P842,
REXALL DIRECT,"1003 - 7495 132 St Surrey, BC V3W 1J8 CANADA",(604) 421-8498,(604) 596-5027,,,,49.138922,-122.8580582,P843,
REXALL DRUG STORE #7117,"#103 - 4360 Lorimer Road RR 4 Whistler, BC V0N 1B4 CANADA",(604) 932-2303,(604) 932-9755,,,,50.1198385,-122.9558548,P844,
REXALL DRUG STORE #7139,"102 - 1880 Island Hwy Victoria, BC V9B 1J2 CANADA",(250) 478-1735,(250) 478-5508,,,,48.441434,-123.468583,P845,
REXALL DRUG STORE #7152,"#107 - 15966 108 Ave Surrey, BC V4N 1J6 CANADA",(604) 588-8330,(604) 588-8342,,,,49.198288,-122.779998,P846,
REXALL DRUG STORE #7182,#1173 - 88 Pender St W Vancouver V6B 6N9 CANADA,(604) 683-4244,(604) 683-4248,,,,49.2798146,-123.10674,P847,
REXALL VICTORIA LTC,"Unit B 3388 Douglas St Victoria, BC V8Z 3L3 CANADA",(250) 598-2123,(250) 598-1301,,,,48.4523089,-123.3758098,P848,
RICHMOND MEDICAL PHARMACY,"#102 - 2020 Richmond Ave Victoria, BC V8R 6R5 CANADA",(250) 370-1166,(250) 370-5554,,,,48.4305385,-123.3302318,P849,
RIDGEWAY PHARMACY REMEDY'SRX,"1057 Ridgeway Ave. Coquitlam, BC V3J 1S6 CANADA",(604) 931-5252,(604) 931-8300,,,,49.2498605,-122.8633098,P850,
RITECARE PHARMACY,"#103 - 12837 88 Ave Surrey, BC V3W 3K2 CANADA",(778) 565-5925,(778) 565-5926,,,,49.1629694,-122.8671216,P851,
RITECARE PHARMACY #2,"110 - 18438 64 Ave Surrey, BC V3S 1E9 CANADA",(604) 372-3388,(604) 372-3387,,,,49.1184686,-122.7112904,P852,
ROBIN'S PHARMACY,"908 Commercial Dr Vancouver, BC V5L 3W7 CANADA",(604) 876-3784,(604) 876-3766,,,,49.2764515,-123.0693049,P853,
ROSE PHARMACY,"1483 Marine Dr West Vancouver, BC V7T 1B8 CANADA",(604) 281-4199,(604) 281-4198,,,,49.3283564,-123.156207,P854,
ROSE VALLEY PHARMACY REMEDY'SRX,"102 - 1135 Stevens Rd West Kelowna, BC V1Z 2S8 CANADA",(778) 755-6715,(778) 755-6153,,,,49.8648313,-119.5639633,P855,
ROYAL JUBILEE PRESCRIPTIONS,"DT 1200 - 1952 Bay St Victoria, BC V8R 1J8 CANADA",(250) 370-8153,(250) 519-1823,,,,48.4327424,-123.3276353,P856,
RUTLAND MEDICAL PHARMACY,"#203 - 285 Aurora Cres. Kelowna, BC V1X 7N6 CANADA",(778) 753-7070,(778) 753-7071,,,,49.891467,-119.3974724,P857,
RX COUNTER,"138 - 11860 Hammersmith Way Richmond, BC V7A 5G1 CANADA",(604) 275-3279,(604) 275-2976,,,,49.12859,-123.09951,P858,
RX DRUG MART #1000,"Box 248 418 Yellowhead Hwy Burns Lake, BC V0J 1E0 CANADA",(250) 692-7531,(250) 692-7398,,,,54.2298309,-125.7621998,P859,
RX DRUG MART #1001,"188 East Stewart St Box 160 Vanderhoof, BC V0J 3A0 CANADA",(250) 567-2281,(250) 567-3934,,,,54.0154668,-124.0070661,P860,
RX DRUG MART #1002,"5740 Teredo St PO Box 21001 Sechelt, BC V0N 3A0 CANADA",(604) 885-9833,(604) 885-1071,,,,49.4718433,-123.7598023,P861,
RX DRUG MART #1003,"#1 - 370 Trans Canada Highway Ladysmith, BC V9G 1T9 CANADA",(250) 245-7184,(250) 245-5734,,,,50.8767966,-119.4587254,P862,
RX OUTREACH PHARMACY,"27265 Fraser Hwy Aldergrove, BC V4W 3P9 CANADA",(604) 856-6628,(604) 856-6638/909-4955,,,,49.0581039,-122.4688314,P863,
RX PHARMACHOICE PHARMACY,"503 - 22259 48 Ave Langley, BC V3A 8T1 CANADA",(604) 534-2841,(604) 534-3250,,,,49.0902576,-122.6079142,P864,
RX RAM PHARMACY SPECIALISTS (MILLSTONE),"104 - 1621 Dufferin Cres Nanaimo, BC V9S 5T4 CANADA",(250) 591-0144,(250) 591-0145,,,,49.1829077,-123.9729227,P865,
RX RAM PHARMACY SPECIALISTS (SEVEN SAILS),"103 - 1629 Townsite Rd Nanaimo, BC V9S 1N3 CANADA",(250) 714-0703,(250) 714-1807,,,,49.1814012,-123.9773396,P866,
RXCARE PHARMACY & COMPOUNDING,"4695 Canada Way Burnaby, BC V5G 1K9 CANADA",(604) 428-7911,(604) 428-7912,,,,49.2541804,-122.9895543,P867,
SAFEMED PHARMACY,"852 Marine Dr North Vancouver, BC V7P 1M5 CANADA",(604) 770-4414,(604) 770-4415,,,,49.3219748,-123.0964446,P868,
SAFEWAY PHARMACY #4900,"10355 King George Blvd Surrey, BC V3T 2W6 CANADA",(604) 584-7812,(604) 584-7197,,,,49.1904779,-122.8462731,P869,
SAFEWAY PHARMACY #4901,"2733 West Broadway Vancouver, BC V6K 2G5 CANADA",(604) 732-5030,(604) 732-5722,,,,49.26457,-123.1670453,P870,
SAFEWAY PHARMACY #4902,"#500 - 2339 Hwy 97 N Kelowna, BC V1X 4H9 CANADA",(250) 860-4431,(250) 860-2584,,,,49.8830346,-119.4304891,P871,
SAFEWAY PHARMACY #4903,"6401 - 120th Street Delta, BC V4E 3G3 CANADA",(604) 596-5634,(604) 590-8296,,,,49.119871,-122.8924574,P872,
SAFEWAY PHARMACY #4905,"Westview Shopping Centre #780 - 2601 Westview Dr North Vancouver, BC V7N 3X4 CANADA",(604) 988-4476,(604) 988-5853,,,,49.332814,-123.09067,P873,
SAFEWAY PHARMACY #4906,"3417 - 30th Avenue Vernon, BC V1T 2E3 CANADA",(250) 542-8008,(250) 542-5569,,,,50.2642019,-119.2788682,P874,
SAFEWAY PHARMACY #4908,"1766 Robson St Vancouver, BC V6G 1E2 CANADA",(604) 683-0202,(604) 683-5057,,,,49.2907338,-123.1349773,P875,
SAFEWAY PHARMACY #4909,"5385 Headland Drive West Vancouver, BC V7W 3E7 CANADA",(604) 926-2034,(604) 926-2539,,,,49.351244,-123.2530332,P876,
SAFEWAY PHARMACY #4911,"4440 Hastings St Burnaby, BC V5C 2K2 CANADA",(604) 205-7497,(604) 205-5876,,,,49.2805558,-123.0043694,P877,
SAFEWAY PHARMACY #4912,"20871 Fraser Hwy Langley, BC V3A 4G7 CANADA",(604) 534-4245,(604) 534-4276,,,,49.1025422,-122.6439329,P878,
SAFEWAY PHARMACY #4913,"6564 Hastings St. Burnaby, BC V5B 1S2 CANADA",(604) 291-0118,(604) 291-1339,,,,49.2793344,-122.9671256,P879,
SAFEWAY PHARMACY #4914,"#700 - 15355 - 24th Ave Surrey, BC V4A 2H9 CANADA",(604) 535-8879,(604) 535-2226,,,,49.0462479,-122.7974242,P880,
SAFEWAY PHARMACY #4916,"750 Fortune Drive Kamloops, BC V2B 2L2 CANADA",(250) 376-9672,(250) 376-7701,,,,50.6997404,-120.3605728,P881,
SAFEWAY PHARMACY #4917,"800 McBride Blvd New Westminster, BC V3L 2B8 CANADA",(604) 516-6547,(604) 516-6247,,,,49.2224713,-122.9138843,P882,
SAFEWAY PHARMACY #4918,"6153 - 200th Street Langley, BC V2Y 1A2 CANADA",(604) 530-6131,(604) 530-9117,,,,49.1147617,-122.6713748,P883,
SAFEWAY PHARMACY #4919,"4300 32 St Vernon, BC V1T 9H1 CANADA",(250) 542-0313,(250) 542-2166,,,,50.2754595,-119.2739055,P884,
SAFEWAY PHARMACY #4920,"8870 - 152nd Street Surrey, BC V3R 4E4 CANADA",(604) 589-5226,(604) 589-3717,,,,49.1633504,-122.8007961,P885,
SAFEWAY PHARMACY #4924,"1599 - 2nd Avenue Trail, BC V1R 1M3 CANADA",(250) 368-3790,(250) 368-3513,,,,49.0976508,-117.7006506,P886,
SAFEWAY PHARMACY #4925,"445 Reid Street Quesnel, BC V2J 2M7 CANADA",(250) 992-6898,(250) 992-6147,,,,52.9797724,-122.4980049,P887,
SAFEWAY PHARMACY #4928,"200 2nd Ave W Prince Rupert, BC V8J 1G5 CANADA",(250) 627-8129,(250) 627-4971,,,,54.3149958,-130.3244121,P888,
SAFEWAY PHARMACY #4930,"#220 - 800 Carnarvon St New Westminster, BC V3M 0G3 CANADA",(604) 522-2069,(604) 522-2843,,,,49.2015945,-122.912987,P889,
SAFEWAY PHARMACY #4931,"3410 Kingsway Vancouver, BC V5R 5L4 CANADA",(604) 439-1050,(604) 439-9611,,,,49.2321734,-123.0332496,P890,
SAFEWAY PHARMACY #4933,"945 W. Columbia Kamloops, BC V2C 1L5 CANADA",(250) 372-1994,(250) 374-9167,,,,50.6685253,-120.3542467,P891,
SAFEWAY PHARMACY #4936,"#1100 - 2850 Shaughnessy St. Port Coquitlam, BC V3C 6K5 CANADA",(604) 945-7018,(604) 945-6242,,,,49.2659418,-122.7752537,P893,
SAFEWAY PHARMACY #4939,"12825 - 16th Ave Surrey, BC V4A 1N5 CANADA",(604) 531-9694,(604) 531-2602,,,,49.0319684,-122.866389,P894,
SAFEWAY PHARMACY #4940,"#507 - 650 West 41st Ave Vancouver, BC V5Z 2M9 CANADA",(604) 263-5502,(604) 263-1547,,,,49.2338819,-123.1164943,P895,
SAFEWAY PHARMACY #4941,"990 West 25th Ave. Vancouver, BC V5Z 2E2 CANADA",(604) 733-9342,(604) 733-7551,,,,49.2478974,-123.0423265,P896,
SAFEWAY PHARMACY #4942,"2315 West 4th Ave. Vancouver, BC V6K 1P2 CANADA",(604) 737-7463,(604) 737-4919,,,,49.2686636,-123.1584485,P897,
SAFEWAY PHARMACY #4946,"4655 Lakelse Ave. Terrace, BC V8G 1R3 CANADA",(250) 635-1375,(250) 635-9079,,,,54.5165828,-128.5921477,P898,
SAFEWAY PHARMACY #4947,"4189 Yew St Vancouver, BC V6L 0B4 CANADA",(604) 731-9611,(604) 731-6730,,,,49.2488809,-123.1551032,P899,
SAFEWAY PHARMACY #4948,"211 Anderson St Nelson, BC V1L 3X8 CANADA",(250) 352-7765,(250) 352-5755,,,,49.5008601,-117.2829009,P900,
SAFEWAY PHARMACY #4950,"Westlynn Mall 1170 East 27th Street North Vancouver, BC V7J 1S1 CANADA",(604) 988-7095,(604) 980-8272,,,,49.33406,-123.041627,P901,
SAFEWAY PHARMACY #4952,"P.O. Box 459 3664 Yellowhead Hwy. Smithers, BC V0J 2N0 CANADA",(250) 847-4744,(250) 847-1748,,,,54.7800898,-127.1619272,P902,
SAFEWAY PHARMACY #4955,"#801 - 1301 Main St Penticton, BC V2A 5E9 CANADA",(250) 493-2433,(250) 493-7570,,,,49.4908552,-119.5889732,P903,
SAFEWAY PHARMACY #4956,"451 Oliver St. Williams Lake, BC V2G 1M5 CANADA",(250) 398-8380,(250) 398-7087,,,,52.127429,-122.1396858,P904,
SAFEWAY PHARMACY #4958,"1175 Mt. Seymour Road North Vancouver, BC V7H 2Y4 CANADA",(604) 924-1325,(604) 929-3153,,,,49.3174498,-122.9705859,P905,
SAFEWAY PHARMACY #4960,"697 Bernard Ave. Kelowna, BC V1Y 6P4 CANADA",(250) 860-0583,(250) 860-9166,,,,49.8857058,-119.489281,P906,
SAFEWAY PHARMACY #4963,"7040 Barnet Street Powell River, BC V8A 2A1 CANADA",(604) 485-4244,(604) 485-3063,,,,49.8412681,-124.5184644,P907,
SAFEWAY PHARMACY #4966,"1780 East Broadway Vancouver, BC V5N 1W3 CANADA",(604) 879-0505,(604) 873-6144,,,,49.2619301,-123.0686894,P908,
SAFEWAY PHARMACY #4968,"Chilliwack Mall 45610 Luckakuck Way Chilliwack, BC V2R 1A2 CANADA",(604) 858-0437,(604) 858-3116,,,,49.1395896,-121.9630985,P910,
SAFEWAY PHARMACY #4970,"1721 Columbia Ave Castlegar, BC V1N 2W6 CANADA",(250) 365-7141,(250) 365-7175,,,,49.3013678,-117.6568941,P911,
SAFEWAY PHARMACY #4972,"11200 8th St Dawson Creek, BC V1G 3R4 CANADA",(250) 782-9561,(250) 782-9728,,,,55.7485083,-120.2235163,P912,
SAFEWAY PHARMACY #4973,"9123 - 100 St Fort St. John, BC V1J 3X3 CANADA",(250) 261-5479,(250) 261-5480,,,,56.2376248,-120.8457784,P913,
SAFEWAY PHARMACY #4974,"1200 Baker Street Cranbrook, BC V1C 1A8 CANADA",(250) 417-0221,(250) 417-0277,,,,49.5125746,-115.7627534,P914,
SAFEWAY PHARMACY #4976,"8475 Granville St Vancouver, BC V6P 4Z9 CANADA",(604) 263-7267,(604) 263-5075,,,,49.2090444,-123.1408366,P915,
SAFEWAY PHARMACY #4977,"580 Clarke Rd Coquitlam, BC V3J 3X5 CANADA",(604) 931-0111,(604) 931-0116,,,,49.2626119,-122.8878356,P916,
SAFEWAY PHARMACY #4980,"1033 Austin Ave Coquitlam, BC V3K 3P2 CANADA",(604) 939-1764,(604) 939-7007,,,,49.2493977,-122.8642829,P917,
SAIGON PHARMACY,"1080 Kingsway Vancouver, BC V5V 3C6 CANADA",(604) 872-6708,(604) 874-6708,,,,49.2529294,-123.0824877,P918,
SALMO VALLEY PHARMACY,"Box 100 107 - 4th Street Salmo, BC V0G 1Z0 CANADA",(250) 357-9444,(250) 357-9432,,,,49.1948521,-117.2785761,P919,
SALMON ARM PRESCRIPTION CENTRE,"581B Hudson Ave NE Box 907 Salmon Arm, BC V1E 4P1 CANADA",(250) 804-0700,(250) 804-0790,,,,50.7034368,-119.2785037,P920,
SALT SPRING PHARMACY,"2101 - 115 Fulford-Ganges Rd Salt Spring Island, BC V8K 2T9 CANADA",(250) 931-7774,(250) 931-8874,,,,48.8529471,-123.4981512,P921,
SAM'S PHARMACY LTD.,"465 Main St. Vancouver, BC V6A 2T7 CANADA",(604) 688-6323,(604) 688-6323,,,,49.280752,-123.0999306,P922,
SARDIS PHARMACY,"7 - 7201 Vedder Road Chilliwack, BC V2R 4G5",(604) 705-1030,(604) 705-1031,,,,49.1340187,-121.9611789,P923,
REXALL,"67 KINGSTON ST , GODERICH N7A 3K3",(519) 524-8121,(519) 524-8213,,,,43.7416235,-81.7086478,305536,
SATNAM PHARMACY,"Satnam Plaza #115 - 7130 120 St Surrey, BC V3W 3M8 CANADA",(604) 597-5947,(604) 597-5945,,,,49.1326485,-122.889158,P924,
SAVE-ON FOODS PHARMACY # 954,"818 Island Hwy W Parksville, BC V9P 2B7 CANADA",(250) 248-3260,(250) 248-4012,,,,49.3300012,-124.3450161,P925,
SAVE-ON-FOODS PHARMACY # 902 - ALDERGROVE,"26310 Fraser Highway Aldergrove, BC V4W 2Z7 CANADA",(604) 607-6550,(604) 607-6557,,,,49.0586676,-122.4942985,P926,
SUKH'S PHARMACY,"7166 120 St Surrey, BC V3W 3M8 CANADA",(604) 594-0069,(604) 594-0804,,,,49.133434,-122.8900381,P1222,
SAVE-ON-FOODS PHARMACY # 903 - SURREY,"South Point Exchange 3033 - 152nd Street Surrey, BC V4P 3K1 CANADA",(604) 538-5467,(604) 538-6451,,,,49.0568725,-122.8030469,P927,
SAVE-ON-FOODS PHARMACY # 904 - ABBOTSFORD,"2140 Sumas Way Abbotsford, BC V2S 2C7 CANADA",(604) 504-3041,(604) 504-4023,,,,49.0409989,-122.2693749,P928,
SAVE-ON-FOODS PHARMACY # 907 - HIGHGATE,"200 - 7155 Kingsway Burnaby, BC V5E 2V1 CANADA",(604) 540-1389,(604) 540-1452,,,,49.2188293,-122.956931,P929,
SAVE-ON-FOODS PHARMACY # 909 - PORT ALBERNI,"3756 - 10th Ave. Port Alberni, BC V9Y 4W6 CANADA",(250) 723-6204,(250) 723-1664,,,,49.2438634,-124.7985626,P930,
SAVE-ON-FOODS PHARMACY # 910 - NEWTON,"100 - 7320 King George Blvd Surrey, BC V3W 5A5 CANADA",(604) 599-6702,(604) 599-6703,,,,49.134873,-122.84357,P931,
SAVE-ON-FOODS PHARMACY # 915 - CRANBROOK,"505 Victoria Ave N Cranbrook, BC V1C 6S3 CANADA",(250) 489-5711,(250) 489-3358,,,,49.5166084,-115.7550291,P932,
SAVE-ON-FOODS PHARMACY # 916 - SAPPERTON,"270 Columbia St E New Westminster, BC V3L 0E3 CANADA",(604) 523-2583,(604) 523-2584,,,,49.2224294,-122.8926997,P933,
SAVE-ON-FOODS PHARMACY # 918,"9014 - 152nd St Surrey, BC V3R 4E7 CANADA",(604) 930-1120,(604) 582-4852,,,,49.1670422,-122.7990632,P934,
SAVE-ON-FOODS PHARMACY # 919 - ROYAL CITY,"Lower Level 198 - 610 Sixth St New Westminster, BC V3L 3C2 CANADA",(604) 520-6087,(604) 515-9409,,,,49.2124634,-122.9233731,P935,
SAVE-ON-FOODS PHARMACY # 921 - FORT AND FOUL BAY,"1950 Foul Bay Road Victoria, BC V8R 5A7 CANADA",(250) 370-0772,(250) 370-5155,,,,48.4307721,-123.3239465,P936,
SAVE-ON-FOODS PHARMACY # 922 - SIDNEY,"2345 Beacon Ave Sidney, BC V8L 1W9 CANADA",(250) 656-6659,(250) 656-3926,,,,48.6479356,-123.4022439,P937,
SAVE-ON-FOODS PHARMACY # 923 - TILLICUM,"Tillicum Mall 108 - 3170 Tillicum Road Victoria, BC V9A 7C5 CANADA",(250) 386-1641,(250) 384-7785,,,,48.4547582,-123.3951317,P938,
SAVE-ON-FOODS PHARMACY # 924 - SHELBOURNE,"University Heights Shopping Ctr. 3958 Shelbourne St. Victoria, BC V8N 3E2 CANADA",(250) 477-2522,(250) 477-9059,,,,48.4695072,-123.334169,P939,
SAVE-ON-FOODS PHARMACY # 928 - W. MAPLE RIDGE,"#300 - 20395 Lougheed Highway Maple Ridge, BC V2X 2P9 CANADA",(604) 465-8606,(604) 465-3652,,,,49.2194175,-122.6553006,P940,
SAVE-ON-FOODS PHARMACY # 929 - 100 MILE HOUSE,"PO Box 609 1-95 A Cariboo Highway 97 100 Mile House, BC V0K 2E0 CANADA",(250) 395-2139,(250) 395-2031,,,,51.6474919,-121.2946392,P941,
SAVE-ON-FOODS PHARMACY # 930 - KITIMAT,"535 Mountainview Sq Kitimat, BC V8C 2N1 CANADA",(250) 632-7262,(250) 632-5193,,,,54.0506124,-128.650714,P942,
SAVE-ON-FOODS PHARMACY # 931 - SAHALI,"#100 - 1210 Summit Drive Kamloops, BC V2C 1T8 CANADA",(250) 374-5558,(250) 374-5344,,,,50.6651726,-120.3519353,P943,
SAVE-ON-FOODS PHARMACY # 932 - LAKESHORE,"3175 Lakeshore Road Kelowna, BC V1W 3S9 CANADA",(250) 860-6646,(250) 860-0726,,,,49.8592086,-119.490115,P944,
SAVE-ON-FOODS PHARMACY # 933 - DUNCAN,"181 Trans Canada Hwy Duncan, BC V9L 3P8 CANADA",(250) 746-3655,(250) 746-3696,,,,48.7752252,-123.69991,P945,
SAVE-ON-FOODS PHARMACY # 935 - E.MAPLE RIDGE,"22703 Lougheed Hwy Maple Ridge, BC V2X 2V5 CANADA",(604) 463-3329,(604) 466-8266,,,,49.2181157,-122.591715,P946,
SAVE-ON-FOODS PHARMACY # 936 - LADNER,"5186 - 48 Ave Ladner, BC V4K 1W3 CANADA",(604) 946-4474,(604) 946-5944,,,,49.0888632,-123.0793404,P947,
SAVE-ON-FOODS PHARMACY # 937 - 7TH & CAMBIE,"2308 Cambie St Vancouver, BC V5Z 2T8 CANADA",(604) 876-7085,(604) 876-7086,,,,49.2646245,-123.1145017,P948,
SAVE-ON-FOODS PHARMACY # 939 - NORDEL CROSSING,"12130 Nordel Way Surrey, BC V3W 1P6 CANADA",(604) 501-9354,(604) 501-9364,,,,49.1612029,-122.8860709,P949,
REXALL,"1795 ERNEST AVE , LONDON N6E 2V5",(519) 681-5490,(519) 681-4188,,,,42.9420215,-81.2372115,305273,
SAVE-ON-FOODS PHARMACY # 940 - KING EDWARD,"1403 King Edward Ave E Vancouver, BC V5N 5Z4 CANADA",(604) 874-9331,(604) 874-9332,,,,49.2487074,-123.075861,P950,
SAVE-ON-FOODS PHARMACY # 942 - PRAIRIE,"1430 Prairie Ave Port Coquitlam, BC V3B 5M8 CANADA",(604) 464-5089,(604) 464-5174,,,,49.2705979,-122.7544102,P951,
SAVE-ON-FOODS PHARMACY # 943 - TSAWWASSEN,"1143 - 56th St Delta, BC V4L 2A6 CANADA",(604) 943-0514,(604) 943-5531,,,,49.0231621,-123.0701933,P952,
SAVE-ON-FOODS PHARMACY # 946 - MISSION,"400 - 32555 London Ave Mission, BC V2V 6M7 CANADA",(604) 820-7622,(604) 820-0117,,,,49.1309812,-122.3200299,P953,
SAVE-ON-FOODS PHARMACY # 947 - BROOKS LANDING,"130 - 2000 Island Hwy Nanaimo, BC V9S 5W3 CANADA",(250) 729-1091,(250) 729-7387,,,,49.1920993,-123.9681199,P954,
SAVE-ON-FOODS PHARMACY # 948 - WOODGROVE,"6901 Island Hwy N Nanaimo, BC V9T 6N8 CANADA",(250) 390-4613,(250) 390-4529,,,,49.2385158,-124.0492474,P955,
SAVE-ON-FOODS PHARMACY # 951 - COUNTRY CLUB,"Country Club Mall 3200 N. Island Hwy. Nanaimo, BC V9T 1W1 CANADA",(250) 751-1412,(250) 751-1248,,,,49.206116,-124.0053972,P956,
SAVE-ON-FOODS PHARMACY # 952 - SARDIS,"Vedder Crossing Plaza Unit 31 - 6014 Vedder Rd Chilliwack, BC V2R 5M4 CANADA",(604) 824-1106,(604) 824-0556,,,,49.1117398,-121.9563558,P957,
SAVE-ON-FOODS PHARMACY # 955 - CAMPBELL RIVER,"#400 - 1400 Dogwood St Campbell River, BC V9W 3A6 CANADA",(250) 286-1532,(250) 286-8887,,,,50.0296956,-125.2520505,P958,
SAVE-ON-FOODS PHARMACY # 956 - WESTBANK,"#1 - 2475 Dobbin Rd. West Kelowna, BC V4T 2E9 CANADA",(250) 768-2323,(250) 768-2110,,,,49.827293,-119.629556,P959,
SAVE-ON-FOODS PHARMACY # 957 - PORT COQUITLAM,"2385 Ottawa St Port Coquitlam, BC V3B 8A4 CANADA",(604) 464-5046,(604) 464-3814,,,,49.257339,-122.7479088,P960,
SAVE-ON-FOODS PHARMACY # 962 - PENTICTON,"Cherry Lane Shopping Ctr. 2111 Main Street - North End Penticton, BC V2A 6W6 CANADA",(250) 492-3455,(250) 492-2745,,,,49.473473,-119.584738,P961,
SAVE-ON-FOODS PHARMACY # 963 - NORTH DELTA,"Scottsdale Mall 7015 - 120th St. North Delta, BC V4E 2A9 CANADA",(604) 596-7784,(604) 596-9338,,,,49.1317378,-122.8914068,P962,
SAVE-ON-FOODS PHARMACY # 965 - COLLEGE HEIGHTS,"5232 Domano Blvd Prince George, BC V2N 4A1 CANADA",(250) 964-3839,(250) 964-6701,,,,53.867283,-122.774498,P963,
SAVE-ON-FOODS PHARMACY # 966 - PRINCE GEORGE,"#100 - 1600 - 15th Ave Prince George, BC V2L 3X3 CANADA",(250) 561-0240,(250) 561-0340,,,,53.9107069,-122.7838371,P964,
SAVE-ON-FOODS PHARMACY # 967 - SPRUCELAND,"555 Central St W Prince George, BC V2M 3C6 CANADA",(250) 564-2168,(250) 564-6358,,,,53.9201496,-122.7837288,P965,
SAVE-ON-FOODS PHARMACY # 968 - HART HIGHWAY,"3885 Austin Rd W Prince George, BC V2K 2H7 CANADA",(250) 962-2662,(250) 962-5916,,,,53.9880752,-122.79174,P966,
SAVE-ON-FOODS PHARMACY # 969 - IRONWOOD MALL,"Ironwood Mall #3000-11666 Steveston Hwy. Richmond, BC V7A 5J3 CANADA",(604) 448-1203,(604) 448-1261,,,,49.1320721,-123.0939967,P967,
SAVE-ON-FOODS PHARMACY # 970 - PRINCE RUPERT,"841 - 3rd Ave W Prince Rupert, BC V8J 1M7 CANADA",(250) 624-9032,(250) 624-9055,,,,54.3094173,-130.3287268,P968,
SAVE-ON-FOODS PHARMACY # 971 - TERRA NOVA,"Terra Nova Village 3673 Westminster Highway Richmond, BC V7C 5V2 CANADA",(604) 273-3939,(604) 273-5247,,,,49.1705119,-123.1819718,P969,
SAVE-ON-FOODS PHARMACY # 972 - QUESNEL,"#7 - 155 Malcolm Dr Quesnel, BC V2J 3K2 CANADA",(250) 992-2291,(250) 992-3691,,,,52.9727602,-122.5061309,P970,
SAVE-ON-FOODS PHARMACY # 973 - WESTSIDE,"Westside Village #100 - 172 Wilson St Victoria, BC V9A 7N6 CANADA",(250) 389-0131,(250) 389-0673,,,,48.4326758,-123.3803478,P971,
SAVE-ON-FOODS PHARMACY # 975 - SALMON ARM,"1151 10th Ave SW Salmon Arm, BC V1E 1T3 CANADA",(250) 832-6551,(250) 832-6545,,,,50.6943785,-119.2988747,P972,
SAVE-ON-FOODS PHARMACY # 977 - SAANICH,"3510 Blanshard St. Victoria, BC V8X 1W3 CANADA",(250) 475-3301,(250) 475-1245,,,,48.4567279,-123.3730229,P973,
SAVE-ON-FOODS PHARMACY # 979 - SQUAMISH,"Box 137 1301 Pemberton Ave Squamish, BC V8B 0A1 CANADA",(604) 815-0743,(604) 815-4318,,,,49.703244,-123.1517278,P974,
SAVE-ON-FOODS PHARMACY # 980 - ORCHARD PLAZA,"#101 - 1876 Cooper Rd Kelowna, BC V1Y 9N6 CANADA",(250) 763-5510,(250) 763-5347,,,,49.8805509,-119.4457611,P975,
